"contributor","address","agent","amount","date","committee","ward","lat","lon"
"Borger Management, Inc.","1111 14th Street NW No. 200","C T CORPORATION SYSTEM UNK",500,2008-05-29,"Muriel Bowser for Ward 4 2008","3","38.90428196","-77.03156966"
"Luzon Associates, L.P.","1111 14th Street NW No. 200","CT Corporation System UNK",500,2008-05-29,"Muriel Bowser for Ward 4 2008","2","38.90428196","-77.03156966"
"Walden Commons, LLC","1111 14th Street NW No. 200","C T CORPORATION SYSTEM UNK",500,2008-05-29,"Muriel Bowser for Ward 4 2008","Citywide","38.90428196","-77.03156966"
"Windsor Associates IV, LP","1111 14th Street NW No. 200","GDL AGENT INC.",500,2008-05-29,"Muriel Bowser for Ward 4 2008","Citywide","38.90428196","-77.03156966"
"Chillum Manor, LLC C/o Glenn Groves","1111 14th Street NW No. 200",,500,2008-05-29,"Muriel Bowser for Ward 4 2008","2","38.90428196","-77.03156966"
"Walden Commons, LLC","1111 14th Street NW No. 200","C T CORPORATION SYSTEM UNK",500,2008-05-29,"Muriel Bowser for Ward 4 2008","7","38.90428196","-77.03156966"
"Borger Management, Inc.","1111 14th Street NW No. 200","C T CORPORATION SYSTEM UNK",500,2008-05-29,"Muriel Bowser for Ward 4 2008","Citywide","38.90428196","-77.03156966"
"Borger Management, Inc.","1111 14th Street NW No. 200","C T CORPORATION SYSTEM UNK",1000,2008-10-10,"Patrick Mara for Council","5","38.90428196","-77.03156966"
"Windsor Associates IV, LP","1111 14th Street NW No. 200","GDL AGENT INC.",1000,2008-10-10,"Patrick Mara for Council","5","38.90428196","-77.03156966"
"Borger Management, Inc.","1111 14th Street NW No. 200","C T CORPORATION SYSTEM UNK",1000,2008-10-10,"Patrick Mara for Council","1","38.90428196","-77.03156966"
"Blue Horseshoe, LLC","1111 14th Street NW No. 200","GYFB INC.",500,2006-05-08,"Re-Elect Jim Graham (2006)","7","38.90428196","-77.03156966"
"2050 Wilson Boulevard, LLC. II","1111 14th Street NW No. 200",,500,2006-05-08,"Re-Elect Jim Graham (2006)","4","38.90428196","-77.03156966"
"Blue Horseshoe, LLC","1111 14th Street NW No. 200","GYFB INC.",500,2010-01-27,"Reelect Jim Graham 2010","Citywide","38.90428196","-77.03156966"
"2050 Wilson Boulevard, LLC. II","1111 14th Street NW No. 200",,500,2010-01-27,"Reelect Jim Graham 2010","8","38.90428196","-77.03156966"
"Greenberg & Bederman, LLP","1111 Bonifant St",,500,2004-08-20,"Committee to Re-Elect Kevin P. Chavous","1","38.9934542778568","-77.0291441204794"
"John J. Sellinger","1111 Bonifant St",,500,2004-08-20,"Committee to Re-Elect Kevin P. Chavous","2","38.9934542778568","-77.0291441204794"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2008-03-20,"Barry for Ward 8","7","38.86754656","-76.98901886"
"Prince Inc./WMC Co., Inc. JV Deal","1111 Good Hope Road SE",,500,2008-03-20,"Barry for Ward 8","Citywide","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2008-08-22,"Barry for Ward 8","5","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2008-08-22,"Barry for Ward 8","Citywide","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2006-05-31,"Bill Rice for Ward 3","2","38.86754656","-76.98901886"
"Prince Construction Company, Inc.","1111 Good Hope Road SE","ALBERTO GOMEZ",500,2006-05-31,"Bill Rice for Ward 3","6","38.86754656","-76.98901886"
"Prince Construction Company, Inc.","1111 Good Hope Road SE","ALBERTO GOMEZ",500,2006-10-31,"Bobb for School Board President","3","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2006-10-31,"Bobb for School Board President","5","38.86754656","-76.98901886"
"Prince-Doracon Joint Venture","1111 Good Hope Road SE",,500,2006-10-31,"Bobb for School Board President","Citywide","38.86754656","-76.98901886"
"W.M. Schlosser Co., Inc.","1111 Good Hope Road SE",,500,2006-10-31,"Bobb for School Board President","Citywide","38.86754656","-76.98901886"
"Prince Construction Company, Inc.","1111 Good Hope Road SE","ALBERTO GOMEZ",500,2011-07-26,"Bowser 2012","5","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2011-07-26,"Bowser 2012","6","38.86754656","-76.98901886"
"Prince Construction Company, Inc.","1111 Good Hope Road SE","ALBERTO GOMEZ",500,2007-08-24,"Committee to Elect Yvette M. Alexander","Citywide","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2007-08-24,"Committee to Elect Yvette M. Alexander","3","38.86754656","-76.98901886"
"Prince Construction Company, Inc.","1111 Good Hope Road SE","ALBERTO GOMEZ",500,2003-04-04,"Fenty 2004 Re-Election Committee","Citywide","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2003-04-06,"Fenty 2004 Re-Election Committee","5","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",2000,2006-03-31,"Fenty 2006","4","38.86754656","-76.98901886"
"Arrow Construction Co, WM Schlosser Co. Inc.","1111 Good Hope Road SE","UNAVAILABLE",2000,2006-03-31,"Fenty 2006","6","38.86754656","-76.98901886"
"Prince-Doracon Joint Venture","1111 Good Hope Road SE",,2000,2006-03-31,"Fenty 2006","Citywide","38.86754656","-76.98901886"
"Prince-Doracon Joint Venture","1111 Good Hope Road SE",,500,2008-07-29,"Muriel Bowser for Ward 4 2008","Citywide","38.86754656","-76.98901886"
"Arrow Construction Co, WM Schlosser Co. Inc.","1111 Good Hope Road SE","UNAVAILABLE",500,2008-07-29,"Muriel Bowser for Ward 4 2008","Citywide","38.86754656","-76.98901886"
"Arrow Construction Co, WM Schlosser Co. Inc.","1111 Good Hope Road SE","UNAVAILABLE",500,2008-07-29,"Muriel Bowser for Ward 4 2008","Citywide","38.86754656","-76.98901886"
"Prince Inc./WMC Co., Inc. JV Deal","1111 Good Hope Road SE",,500,2008-07-29,"Muriel Bowser for Ward 4 2008","4","38.86754656","-76.98901886"
"Prince Construction Company, Inc.","1111 Good Hope Road SE","ALBERTO GOMEZ",500,2008-07-29,"Muriel Bowser for Ward 4 2008","8","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2008-07-29,"Muriel Bowser for Ward 4 2008","Citywide","38.86754656","-76.98901886"
"Arrow Construction Company, LLC","1111 Good Hope Road SE","CRISTINA A. GOMEZ",500,2006-06-19,"Re-Elect Jim Graham (2006)","5","38.86754656","-76.98901886"
"Prince-Doracon Joint Venture","1111 Good Hope Road SE",,500,2006-06-19,"Re-Elect Jim Graham (2006)","2","38.86754656","-76.98901886"
"G. William Calomiris, AIA","1112 16th Street NW No. 900",,1000,2003-04-09,"Brazil 2004 Committee","5","38.90425525","-77.03695802"
"The William Calomiris Company","1112 16th Street NW No. 900","GYFB INC.",1000,2003-04-09,"Brazil 2004 Committee","5","38.90425525","-77.03695802"
"Mortgage Am Company","11120 New Hampshire Ave","NATIONAL REGISTERED AGENTS INC.",500,2004-10-14,"Barry for Ward 8 Council","4","39.0400502162467","-76.990873411066"
"Mortgage America Companies, LLC","11120 New Hampshire Ave","NATIONAL REGISTERED AGENTS INC.",500,2004-10-14,"Barry for Ward 8 Council","8","39.0400502162467","-76.990873411066"
"Dulles AIrport Taxi, Inc.","1115 W Broad St Fls",,2000,2006-01-06,"Citizens to Elect Linda Cropp Mayor","7","38.8843327385052","-77.1745468382023"
"M&R Taxi Company, Inc.","1115 W Broad St Fls",,2000,2006-01-06,"Citizens to Elect Linda Cropp Mayor","5","38.8843327385052","-77.1745468382023"
"Massoud_Skinner, Inc.","1115 W Broad St Fls",,500,2008-09-09,"Committee to Re-Elect Yvette Alexander","5","38.8843327385052","-77.1745468382023"
"M&R Taxi Company, Inc.","1115 W Broad St Fls",,500,2008-09-09,"Committee to Re-Elect Yvette Alexander","Citywide","38.8843327385052","-77.1745468382023"
"Carter Hayes Associates","1120 Connecticut Avenue NW No. 310",,2000,2002-09-11,"Committee to Re-Elect Tony Williams","7","38.90415786","-77.04103896"
"The Temple Group, Inc.","1120 Connecticut Avenue NW No. 310","PRENTICE-HALL CORPORATION SYSTEM INC.",2000,2002-09-11,"Committee to Re-Elect Tony Williams","4","38.90415786","-77.04103896"
"Echelon Affordable LLC","1120 Rockville Pike No. 250",,2000,2009-07-30,"Fenty 2010","Citywide","39.0707677047211","-77.1317518559784"
"Preservation Services, LLC","1120 Rockville Pike No. 250",,2000,2009-07-30,"Fenty 2010","Citywide","39.0707677047211","-77.1317518559784"
"Bogdan Development, LLC","11200 River View Dr",,500,2002-06-07,"Re-Elect Jim Graham","Citywide","39.030152328731","-77.230348663931"
"Bogdan Development, LLC","11200 River View Dr",,500,2002-06-07,"Re-Elect Jim Graham","5","39.030152328731","-77.230348663931"
"Preservation Services, LLCs","11200 Rockville Pike No. 250",,500,2007-04-13,"Dr. Victor Vandell for Ward 7","Citywide","39.0514060797431","-77.1259247557224"
"Ad Realty Associates, LLC","11200 Rockville Pike No. 250",,500,2007-04-17,"Dr. Victor Vandell for Ward 7","2","39.0514060797431","-77.1259247557224"
"TAPS Development","11200 Rockville Pike No. 250",,500,2011-10-06,"Evans 2012","8","39.0514060797431","-77.1259247557224"
"Triton Advisors LLC","11200 Rockville Pike No. 250",,500,2011-10-07,"Evans 2012","Citywide","39.0514060797431","-77.1259247557224"
"Countryside Affordable LLC","11200 Rockville Pike No. 250",,500,2011-10-07,"Evans 2012","Citywide","39.0514060797431","-77.1259247557224"
"Preservation Services, LLCs","11200 Rockville Pike No. 250",,500,2008-06-04,"Muriel Bowser for Ward 4 2008","7","39.0514060797431","-77.1259247557224"
"Countryside Affordable LLC","11200 Rockville Pike No. 250",,500,2008-06-04,"Muriel Bowser for Ward 4 2008","4","39.0514060797431","-77.1259247557224"
"Preservation Services, LLCs","11200 Rockville Pike No. 250",,1500,2010-08-10,"Orange for Chair","5","39.0514060797431","-77.1259247557224"
"Countryside Affordable LLC","11200 Rockville Pike No. 250",,1500,2010-08-10,"Orange for Chair","5","39.0514060797431","-77.1259247557224"
"Tech High Leasing","11200 Rockville Pike No. 502",,500,2006-09-07,"Bobb for School Board President","Citywide","39.0514060797431","-77.1259247557224"
"Charles Burton Builders","11200 Rockville Pike No. 502",,500,2006-09-07,"Bobb for School Board President","Citywide","39.0514060797431","-77.1259247557224"
"Trilon Plaza Corporation","11200 Rockville Pike No. 502","KENNETH J. LOEWINGER",500,2006-09-07,"Bobb for School Board President","Citywide","39.0514060797431","-77.1259247557224"
"T-P Partners","11200 Rockville Pike No. 502",,500,2006-09-07,"Bobb for School Board President","8","39.0514060797431","-77.1259247557224"
"WMC Management Co.","11200 Rockville Pike No. 502","CORPORATION SERVICE COMPANY",500,2006-09-07,"Bobb for School Board President","Citywide","39.0514060797431","-77.1259247557224"
"Charles Burton Insurance Co., Inc.","11200 Rockville Pike No. 502",,500,2006-09-07,"Bobb for School Board President","Citywide","39.0514060797431","-77.1259247557224"
"West Office, LLC","11200 Rockville Pike No. 502","CORPORATION SERVICE COMPANY",500,2006-09-07,"Bobb for School Board President","Citywide","39.0514060797431","-77.1259247557224"
"B&R Waterfront Properties, LLC","11200 Rockville Pike No. 502",,500,2006-09-07,"Bobb for School Board President","5","39.0514060797431","-77.1259247557224"
"EGAP Corporation","11200 Rockville Pike No. 502",,500,2006-09-29,"Bobb for School Board President","3","39.0514060797431","-77.1259247557224"
"Paradise Developers","11200 Rockville Pike No. 502",,500,2006-09-29,"Bobb for School Board President","Citywide","39.0514060797431","-77.1259247557224"
"Premier Health Network, LLC","1130 S Semoran Blvd","IJEOMA ARUNGWA",500,2007-01-25,"Muriel Bowser for Ward 4","7","28.5291498707629","-81.3105351519137"
"Pro Med Health Network, Inc.","1130 S Semoran Blvd","CORPORATION SERVICE COMPANY",500,2007-01-25,"Muriel Bowser for Ward 4","8","28.5291498707629","-81.3105351519137"
"Graves and Horton, LLC","1133 21st Street NW No. 525",,500,2007-08-24,"Committee to Elect Yvette M. Alexander","3","38.90446052","-77.04615854"
"Blue Sky Housing O Street, LLC","1133 21st Street NW No. 525","EARLE C. HORTON, III",500,2007-08-24,"Committee to Elect Yvette M. Alexander","Citywide","38.90446052","-77.04615854"
"Graves and Horton, LLC","1133 21st Street NW No. 525",,1000,2008-01-28,"Re-Elect Kwame R. Brown","5","38.90446052","-77.04615854"
"Blue Sky Housing O Street, LLC","1133 21st Street NW No. 525","EARLE C. HORTON, III",1000,2008-01-28,"Re-Elect Kwame R. Brown","5","38.90446052","-77.04615854"
"Intralot Inc.","11360 Technology Cir","BUSINESS FILINGS INCORPORATED",2000,2005-07-31,"2006 Orange for Mayor","1","34.0569353652406","-84.1652576428857"
"Intralot Inc.","11360 Technology Cir","BUSINESS FILINGS INCORPORATED",2000,2005-08-01,"2006 Orange for Mayor","Citywide","34.0569353652406","-84.1652576428857"
"Eleven 40 Associates","1140 19th Street NW","C T CORPORATION SYSTEM UNK",1000,2008-08-13,"Carol Schwartz 2008","4","38.90495478","-77.04388097"
"Eleven 46 Associates","1140 19th Street NW","C T CORPORATION SYSTEM UNK",1000,2008-08-13,"Carol Schwartz 2008","Citywide","38.90495478","-77.04388097"
"1050 Brentwood, LLC","1143 Connecticut Avenue NW No. 200","GYFB INC.",500,2010-01-20,"Reelect Jim Graham 2010","Citywide","38.90523427","-77.04051097"
"1143 Connecticut, LLC","1143 Connecticut Avenue NW No. 200","GYFB INC.",500,2010-01-20,"Reelect Jim Graham 2010","Citywide","38.90523427","-77.04051097"
"BJ Associates, LLC","1143 Connecticut Avenue NW No. 200",,500,2010-01-20,"Reelect Jim Graham 2010","Citywide","38.90523427","-77.04051097"
"2050 Wilson Blvd., LLC","1143 Connecticut Avenue NW No. 200",,500,2010-01-20,"Reelect Jim Graham 2010","Citywide","38.90523427","-77.04051097"
"1143, LLC","1143 Connecticut Avenue NW No. 200","GYFB INC.",500,2010-01-20,"Reelect Jim Graham 2010","3","38.90523427","-77.04051097"
"Parcel 214, LLC","1143 Connecticut Avenue NW No. 200","GYFB INC.",500,2010-01-20,"Reelect Jim Graham 2010","6","38.90523427","-77.04051097"
"Geneva Roth, LLC","1143 Connecticut Avenue NW No. 200",,500,2010-01-20,"Reelect Jim Graham 2010","1","38.90523427","-77.04051097"
"Number Nine Corporation","1143 Connecticut Avenue NW No. 200","GYFB INC.",500,2010-01-20,"Reelect Jim Graham 2010","1","38.90523427","-77.04051097"
"MR Ballpark 2 LLC","1155 Connecticut Avenue NW","CORPORATION SERVICE COMPANY",500,2006-06-07,"Will Cobb For Ward 6","Citywide","38.90544719","-77.04062454"
"MR Ballpark 2 LLC","1155 Connecticut Avenue NW","CORPORATION SERVICE COMPANY",500,2006-06-07,"Will Cobb For Ward 6","Citywide","38.90544719","-77.04062454"
"MR Ballpark 2 LLC","1155 Connecticut Avenue NW","CORPORATION SERVICE COMPANY",500,2006-06-07,"Will Cobb For Ward 6","7","38.90544719","-77.04062454"
"Dora Rodrigues Beneficial Trust","1175 Ballantrae Ln",,1000,2011-11-18,"Re-Elect Orange At Large 2012","Citywide","38.9422369931605","-77.1601618145099"
"Monica Gregorio Gift Trust","1175 Ballantrae Ln",,1000,2011-11-18,"Re-Elect Orange At Large 2012","1","38.9422369931605","-77.1601618145099"
"Kenilworth Avenue Development, LLC","11951 Freedom Dr 13th Dr Fl R","C T CORPORATION SYSTEM UNK",500,2010-01-27,"Reelect Jim Graham 2010","4","38.9596573029789","-77.3370321187664"
"Quantico Terrace, LLC.","11951 Freedom Dr 13th Dr Fl R",,500,2010-01-27,"Reelect Jim Graham 2010","7","38.9596573029789","-77.3370321187664"
"Quantico Terrace LLC. c/o Chapman Mangmt","11951 Freedom Dr 13th Dr Flr R",,2000,2009-07-31,"Fenty 2010","Citywide","38.9596573029789","-77.3370321187664"
"Kenilworth Ave. Developer, LLC","11951 Freedom Dr 13th Dr Flr R","C T CORPORATION SYSTEM UNK",2000,2009-07-31,"Fenty 2010","8","38.9596573029789","-77.3370321187664"
"2300 Master Tenant LLC","11951 Freedom Dr No. 13","CORPORATION SERVICE COMPANY",2000,2010-09-07,"Fenty 2010","8","38.9593214340072","-77.3575866676747"
"2300 Pennsylvania Avenue, LLC","11951 Freedom Dr No. 13","CORPORATION SERVICE COMPANY",2000,2010-09-07,"Fenty 2010","8","38.9593214340072","-77.3575866676747"
"Quantico Terrace, LLC","11951 Freedom Dr No. 13",,1500,2010-08-31,"Kwame for Chair","Citywide","38.9593214340072","-77.3575866676747"
"2300 Pennsylvania Avenue, LLC","11951 Freedom Dr No. 13","CORPORATION SERVICE COMPANY",1500,2010-08-31,"Kwame for Chair","1","38.9593214340072","-77.3575866676747"
"PCI Commercial Contracting","1202 Rising Ridge Rd No. 9","MICHAEL J. KARLAN",500,2007-08-15,"Evans 2008","5","39.3686969193219","-77.1727969975612"
"Rollins Construction Company","1202 Rising Ridge Rd No. 9",,500,2007-08-15,"Evans 2008","8","39.3686969193219","-77.1727969975612"
"Quality Investment","1203 U Street NW","GREGORY N IGBOZURUIKE",500,2010-08-13,"Citizens for Jeff Smith","5","38.91716064","-77.02843294"
"Quality Investment","1203 U Street NW","GREGORY N IGBOZURUIKE",500,2010-08-13,"Citizens for Jeff Smith","5","38.91716064","-77.02843294"
"Blue Skye Construction LLC","1204 Fairmont Street NW","BRYAN IRVING",500,2008-07-09,"Barry for Ward 8","Citywide","38.92453609","-77.02816765"
"Blue Skye Development, LLC","1204 Fairmont Street NW","BRYAN IRVING",500,2008-07-09,"Barry for Ward 8","Citywide","38.92453609","-77.02816765"
"Blue Skye Development, LLC","1204 Fairmont Street NW","BRYAN IRVING",500,2008-08-08,"Committee to Re-Elect Yvette Alexander","Citywide","38.92453609","-77.02816765"
"Blue Skye Construction LLC","1204 Fairmont Street NW","BRYAN IRVING",500,2008-08-08,"Committee to Re-Elect Yvette Alexander","4","38.92453609","-77.02816765"
"EAJ-FLA LLC","1221 Main St No. 1000",,2000,2010-06-11,"Fenty 2010","6","34.0015258803397","-81.0337362360867"
"Edens & Avant Investments LP","1221 Main St No. 1000",,2000,2010-06-11,"Fenty 2010","5","34.0015258803397","-81.0337362360867"
"Edens & Avant Realty Inc.","1221 Main St No. 1000",,2000,2010-06-11,"Fenty 2010","3","34.0015258803397","-81.0337362360867"
"EAJ-FLA-LLC (Capitol City Market)","1221 Main St No. 1000",,1500,2010-06-11,"Kwame for Chair","Citywide","34.0015258803397","-81.0337362360867"
"Edens & Avant Investments LP","1221 Main St No. 1000",,1500,2010-06-11,"Kwame for Chair","Citywide","34.0015258803397","-81.0337362360867"
"Edens & Avant Investments LP","1221 Main St No. 1000",,500,2010-06-11,"Thomas 2010","7","34.0015258803397","-81.0337362360867"
"Capitol City Market","1221 Main St No. 1000",,500,2010-06-11,"Thomas 2010","5","34.0015258803397","-81.0337362360867"
"Triton Ventures LLC","12231 Parklawn Dr",,500,2008-06-11,"Barry for Ward 8","5","39.0580574962859","-77.110333342125"
"Triton LLC","12231 Parklawn Dr","UNAVAILABLE",500,2008-06-11,"Barry for Ward 8","6","39.0580574962859","-77.110333342125"
"Triton LLC","12231 Parklawn Dr",,1000,2011-01-31,"Committee to Elect Jacque Patterson","5","39.0580574962859","-77.110333342125"
"Triton Ventures LLC","12231 Parklawn Dr",,1000,2011-01-31,"Committee to Elect Jacque Patterson","Citywide","39.0580574962859","-77.110333342125"
